Código,Nombre de la Actividad,Descripción Funcional,Prioridad de Reúso,Tipo de Elemento,Sinónimos (Variantes),Dominio de Arquitectura,Arquetipos en  donde aplica,Hipervinculo,Diseño para la Automatización
CP0402,Validar transacción presentada,"Validar la transacción presentada comprobando aspectos como la completitud y formato de la información, la correspondencia con la instrucción recibida, el estado de la transacción, y el cumplimiento de reglas transversales de negocio, topes, listas y controles antifraude, de acuerdo con el contexto del producto y el canal",2,Capacidad de Procesos,"Verificar transacción recibida, Comprobar operación presentada, Confirmar transacción registrada, Evaluar transacción ingresada",Negocios,Ejecutar transacción monetaria,,Diseño Pendiente
CP0407,Registrar asiento contable,"Registrar en los sistemas contables el impacto financiero de una transacción, mediante la creación del asiento contable correspondiente, garantizando su correcta clasificación, integridad y trazabilidad.",2,Capacidad de Procesos,"Crear registro contable, Asentar movimiento contable, Generar partida contable, Inscribir asiento en libros",Negocios,Ejecutar transacción monetaria,,Diseño Pendiente
CP0408,Calcular valor a compensar,"Determinar el monto neto que debe ser compensado en un ciclo de compensación, a partir de las transacciones que impactan la cuenta compensadora, con el fin de preparar la ejecución de la compensación y la posterior liquidación de fondos considerando los resultados de la aplicación de las reglas de compensación, los ciclos definidos por la cámara o riel, y los ajustes asociados a comisiones, impuestos, devoluciones o reversiones, obteniendo como resultado la posición neta a favor o en contra de la cuenta compensadora.
Agrupar, calcular y consolidar los costos e ingresos administrativos derivados del proceso de compensación, con el fin de reflejar de manera integral el impacto económico de la operación de compensación sobre la cuenta compensadora y los resultados del negocio considerando conceptos como comisiones operativas, tarifas de cámaras o rieles, costos por procesamiento, ingresos por servicios de compensación y ajustes administrativos,",2,Capacidad de Procesos,"Determinar monto a compensar, Computar importe de compensación, Liquidar valor de compensación, Estimar valor a netear",Negocios,Procesar compensación,,Diseño Pendiente
CP0410,Proyectar comportamiento de transacciones,"Estimar y anticipar el comportamiento futuro de las transacciones, con el fin de soportar la toma de decisiones operativas, financieras y de control en el procesamiento transaccional.
Esta capacidad permite proyectar el comportamiento de las transacciones a partir del análisis de información histórica y datos en tiempo real, utilizando modelos analíticos y predictivos que identifican patrones de volumen, frecuencia, estacionalidad y picos transaccionales, considerando el contexto del producto, canal, riel o cámara de compensación",2,Capacidad de Procesos,"Estimar tendencia de transacciones, Predecir comportamiento transaccional, Modelar evolución de operaciones, Prever dinámica de transacciones",Negocios,Fondear transacción monetaria,,Diseño Pendiente
CP0411,Ajustar fondeo de cuenta,"Modificar y optimizar el fondeo de una cuenta con el fin de asegurar la disponibilidad de recursos necesaria para soportar el procesamiento transaccional y la liquidación de operacione a partir del análisis del comportamiento transaccional, los saldos disponibles y las proyecciones de liquidez, aplicando mecanismos de prefondeo proactivo o fondeo reactivo según la demanda real y esperada, y considerando las reglas definidas para cada riel, cámara de compensación o producto",2,Capacidad de Procesos,"Modificar fondeo de cuenta, Calibrar financiación de cuenta, Equilibrar fondeo de cuenta, Actualizar provisión de fondos",Negocios,Fondear transacción monetaria,,Diseño Pendiente
CP0413,Aplicar regla de compensación,"Ejecutar las reglas definidas para la compensación de transacciones, con el fin de determinar cómo deben netearse, priorizarse y liquidarse los movimientos monetarios que impactan la cuenta compensadora considerando criterios como tipo de operación (débito/crédito), ciclo de compensación, riel o cámara, prioridades operativas, límites de saldo y condiciones de neteo, garantizando que el resultado de la compensación refleje la posición neta correcta a favor o en contra de la cuenta compensadora.",2,Capacidad de Procesos,"Ejecutar regla de neteo, Implementar criterio de compensación, Procesar política de compensación, Activar regla de liquidación",Negocios,Procesar compensación,,Diseño Pendiente
CP0417,Identificar tipo de novedad,"Analizar y clasificar una novedad asociada a una transacción con el fin de determinar su naturaleza, causa y tratamiento operativo adecuado.",2,Capacidad de Procesos,"Clasificar tipo de novedad, Reconocer categoría de novedad, Determinar naturaleza de la novedad, Detectar clase de novedad",Negocios,Aplicar novedad,,Diseño Pendiente
CP0422,Consultar reincidencias del cliente,Consultar el historial del cliente para identificar eventos o comportamientos repetidos.,2,Capacidad de Procesos,"Verificar recurrencias del cliente, Revisar antecedentes de reincidencia, Indagar historial de reincidencias, Obtener registro de reincidencias del cliente",Negocios,Aplicar novedad,,Diseño Pendiente
CP0425,Consultar información de seguridad del producto,"Obtener y visualizar la información relacionada con la seguridad de un producto, con el fin de validar su estado, restricciones y controles antes de ejecutar o continuar una operación.",2,Capacidad de Procesos,"Obtener datos de seguridad del producto, Revisar información de protección del producto, Recuperar credenciales del producto, Verificar parámetros de seguridad del producto",Negocios,Aplicar novedad,,Diseño Pendiente
CP0426,Evaluar reglas aplicables a la novedad,"Analizar una novedad identificada en el proceso transaccional o de compensación y contrastarla contra las reglas de negocio vigentes, con el fin de definir el tratamiento correcto que debe aplicarse.",2,Capacidad de Procesos,"Analizar reglas de la novedad, Verificar políticas aplicables a la novedad, Valorar condiciones de la novedad, Validar criterios asociados a la novedad",Negocios,Aplicar novedad,,Diseño Pendiente
CP0429,Monitorear vigencia del parámetro,"Verificar y controlar la vigencia temporal de los parámetros configurados en los sistemas, con el fin de asegurar que las reglas, validaciones y comportamientos operativos se apliquen únicamente dentro del periodo autorizado.",2,Capacidad de Procesos,"Supervisar validez del parámetro, Controlar vigencia de la configuración, Rastrear estado del parámetro, Vigilar caducidad del parámetro",Negocios,Aplicar novedad,,Diseño Pendiente
CP0453,Aplicar reexpedición,"Ejecutar la reemisión y reenvío de un producto físico como consecuencia de una novedad aplicada, cuando el producto original presenta fallas, pérdida, deterioro, error operativo o requiere una nueva materialización.",2,Capacidad de Procesos,"Ejecutar reexpedición, Procesar reemisión, Gestionar reexpedición del producto, Tramitar nueva expedición",Negocios,Aplicar novedad,,Diseño Pendiente
CP0461,Identificar el tipo de ajuste,"Determinar el tipo de ajuste que debe aplicarse a una diferencia identificada, según su causa, naturaleza y reglas definidas, con el fin de corregirla adecuadamente.",2,Capacidad de Procesos,"Clasificar tipo de ajuste, Reconocer naturaleza del ajuste, Determinar categoría del ajuste, Detectar clase de ajuste",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP0462,Calcular valor a registrar,"Determinar el valor exacto que debe registrarse como ajuste, a partir de la diferencia identificada y las reglas definidas, con el fin de corregir la información de manera precisa",2,Capacidad de Procesos,"Determinar monto a registrar, Computar importe a contabilizar, Liquidar valor de registro, Estimar valor a asentar",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP0463,Generar asiento contable,"Registrar en la contabilidad el asiento correspondiente al movimiento o ajuste realizado, reflejando correctamente las cuentas, valores y naturaleza contable según las reglas aplicables",2,Capacidad de Procesos,"Crear registro contable, Producir partida contable, Elaborar asiento en libros, Emitir movimiento contable",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP0466,Consolidar saldo y movimiento del periodo,"Integrar y resumir los saldos y movimientos registrados durante un periodo, con el fin de obtener una visión consolidada y consistente de la información para análisis, conciliación y control.",2,Capacidad de Procesos,"Totalizar saldo y movimiento del periodo, Agregar saldo y operaciones del periodo, Sumarizar posiciones del periodo, Unificar saldo y transacciones del periodo",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP0467,Evaluar variación y razonabilidad,"Analizar las variaciones de saldos y movimientos frente a periodos, referencias o expectativas definidas, para determinar si su comportamiento es razonable y consistente con la operación.",2,Capacidad de Procesos,"Analizar variación y coherencia, Verificar fluctuación y razonabilidad, Valorar desviación y consistencia, Revisar variación y plausibilidad",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP0468,Sustentar diferencia contable,"Justificar y documentar la diferencia contable identificada, explicando su origen, permanencia y tratamiento, con el fin de respaldar la información y permitir su certificación y control.",2,Capacidad de Procesos,"Justificar diferencia contable, Documentar variación contable, Explicar discrepancia contable, Soportar desviación contable",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP0469,Certificar cuenta,"Confirmar formalmente que la cuenta contable es correcta, está debidamente conciliada o sustentada, y cumple con los criterios de control y validación definidos para el periodo.",2,Capacidad de Procesos,"Acreditar cuenta, Homologar cuenta, Validar estado de la cuenta, Avalar cuenta",Negocios,Ejecutar el cuadre contable del producto,,Diseño Pendiente
CP0498,Distribuir ingreso,"Asignar y transferir los valores generados por una operación entre los actores o componentes correspondientes, conforme a las reglas definidas, con el fin de asegurar su correcta apropiación y reflejo en el resultado económico.",2,Capacidad de Procesos,"Repartir ingreso, Asignar ingreso, Dispersar ingreso, Canalizar ingreso",Negocios,Sin Arquetipo asociado,,Diseño Pendiente
CP0499,Entregar ingreso a su dueño,"Transferir el valor correspondiente a cada actor destinatario del ingreso generado, asegurando su disponibilidad y apropiación efectiva conforme a las reglas definidas.",2,Capacidad de Procesos,"Desembolsar ingreso al titular, Transferir ingreso al beneficiario, Pagar ingreso al propietario, Girar ingreso al dueño",Negocios,Sin Arquetipo asociado,,Diseño Pendiente
CP0506,Aplicar reglas de negocio,"Evalúa y ejecuta las reglas y criterios definidos por el negocio sobre los datos, con el fin de validar condiciones, tomar decisiones, clasificar información o determinar el tratamiento que debe darse en los procesos posteriores.",2,Capacidad de Procesos,"Ejecutar reglas comerciales, Implementar políticas de negocio, Procesar normativas de negocio, Activar condiciones comerciales",Negocios,Generar información,,Diseño Pendiente
