Código,Paquete (Nivel 1),Subpaquete (Nivel 2),Capacidad de Procesos (Nivel 3),Descripción,Categoría,Dueño de la Capacidad,Dominio,Subdominio Nivel 1,Subdominio Nivel 2,Propia / Heredada,Reusable,Componentes Relacionados,Arquetipos Relacionado,% Nivel de Calidad,Criterios a Revisar,Retroalimentación,Estado,,
CP0469,Gestión contable,Certificar cuentas,Certificar cuenta,"Confirmar formalmente que la cuenta contable es correcta, está debidamente conciliada o sustentada, y cumple con los criterios de control y validación definidos para el periodo.",,,Habilitación Empresarial,"Gestión Financiera, Contable y Tributaria",Gestión contable,,Si,,Ejecutar el cuadre contable del producto,,,,Publicada,,
CP0469,Gestión contable,Certificar cuentas,Certificar cuenta,"Confirmar formalmente que la cuenta contable es correcta, está debidamente conciliada o sustentada, y cumple con los criterios de control y validación definidos para el periodo.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",Gestión contable,Heredada,Si,,Ejecutar el cuadre contable del producto,,,,Publicada,,
CP0506,Gestión de información,Procesar datos,Aplicar reglas de negocio,"Evalúa y ejecuta las reglas y criterios definidos por el negocio sobre los datos, con el fin de validar condiciones, tomar decisiones, clasificar información o determinar el tratamiento que debe darse en los procesos posteriores.",,,Gestión de la información,Analítica Avanzada,Analítica descriptiva,,Si,,Generar información,,,,Publicada,,
CP0506,Gestión de información,Procesar datos,Aplicar reglas de negocio,"Evalúa y ejecuta las reglas y criterios definidos por el negocio sobre los datos, con el fin de validar condiciones, tomar decisiones, clasificar información o determinar el tratamiento que debe darse en los procesos posteriores.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,Heredada,Si,,Generar información,,,,Publicada,,
CP0506,Gestión de información,Procesar datos,Aplicar reglas de negocio,"Evalúa y ejecuta las reglas y criterios definidos por el negocio sobre los datos, con el fin de validar condiciones, tomar decisiones, clasificar información o determinar el tratamiento que debe darse en los procesos posteriores.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",Analítica descriptiva,Propia,Si,,Generar información,,,,Publicada,,
CP0508,Gestión de información,Publicar información,Generar contenido de publicación,"Elabora y estructura el contenido final que será publicado o difundido, transformando la información procesada en mensajes, reportes o piezas comprensibles, consistentes y alineadas con el objetivo de comunicación y el público destino.",,,Gestión de la información,Analítica Avanzada,Analítica descriptiva,,Si,,Generar información,,,,Publicada,,
CP0508,Gestión de información,Publicar información,Generar contenido de publicación,"Elabora y estructura el contenido final que será publicado o difundido, transformando la información procesada en mensajes, reportes o piezas comprensibles, consistentes y alineadas con el objetivo de comunicación y el público destino.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,Heredada,Si,,Generar información,,,,Publicada,,
CP0508,Gestión de información,Publicar información,Generar contenido de publicación,"Elabora y estructura el contenido final que será publicado o difundido, transformando la información procesada en mensajes, reportes o piezas comprensibles, consistentes y alineadas con el objetivo de comunicación y el público destino.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",Analítica descriptiva,Heredada,Si,,Generar información,,,,Publicada,,
CP0510,Gestión de información,Publicar información,Ajustar contenido,"Modifica y corrige el contenido con base en los hallazgos de la validación, incorporando observaciones, ajustes de forma o fondo y mejoras de claridad, para asegurar que la información cumpla con los lineamientos de publicación antes de su difusión.",,,Gestión de la información,Analítica Avanzada,Analítica descriptiva,,Si,,Generar información,,,,Publicada,,
CP0510,Gestión de información,Publicar información,Ajustar contenido,"Modifica y corrige el contenido con base en los hallazgos de la validación, incorporando observaciones, ajustes de forma o fondo y mejoras de claridad, para asegurar que la información cumpla con los lineamientos de publicación antes de su difusión.",,,Estrategia de los negocios,Modelo de Precio (pricing),No aplica,Heredada,Si,,Generar información,,,,Publicada,,
CP0510,Gestión de información,Publicar información,Ajustar contenido,"Modifica y corrige el contenido con base en los hallazgos de la validación, incorporando observaciones, ajustes de forma o fondo y mejoras de claridad, para asegurar que la información cumpla con los lineamientos de publicación antes de su difusión.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional",Analítica descriptiva,Heredada,Si,,Generar información,,,,Publicada,,
CP0513,Estructuración de productos,Estructurar propuesta de valor,Analizar tendencias y oportunidades del mercado,"Identifica y evalúa tendencias del mercado, comportamientos de clientes, dinámicas competitivas y oportunidades emergentes, con el fin de orientar la creación o evolución de productos bancarios alineados con las necesidades del mercado y la estrategia del negocio.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional","Depósitos a la vista, depósitos a plazo, tarjeta crédito, tarjeta débito, pagos digitales, cheques, recaudos, adquirencia, aceptación digital, pagos empresariales",Propia,Si,,Estructurar producto,,,,Publicada,,
CP0514,Estructuración de productos,Estructurar propuesta de valor,Definir características del producto,"Establece las características del producto bancario, definiendo sus atributos financieros, comerciales, operativos y contractuales que determinan su comportamiento, alcance y condiciones durante todo su ciclo de vida.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional","Depósitos a la vista, depósitos a plazo, tarjeta crédito, tarjeta débito, pagos digitales, cheques, recaudos, adquirencia, aceptación digital, pagos empresariales",Propia,Si,,Estructurar producto,,,,Publicada,,
CP0515,Estructuración de productos,Estructurar propuesta de valor,Generar viabilidad legal,"Evalúa el marco legal y regulatorio aplicable al producto bancario, identificando restricciones, obligaciones y requerimientos normativos, con el fin de determinar su viabilidad jurídica y las condiciones bajo las cuales puede ser creado, ofrecido y operado.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional","Depósitos a la vista, depósitos a plazo, tarjeta crédito, tarjeta débito, pagos digitales, cheques, recaudos, adquirencia, aceptación digital, pagos empresariales",Propia,Si,,Estructurar producto,,,,Publicada,,
CP0516,Estructuración de productos,Estructurar propuesta de valor,Generar viabilidad financiera,"Evalúa la factibilidad financiera del producto bancario, analizando su estructura de ingresos, costos, riesgos y rentabilidad esperada, con el fin de determinar si es sostenible y alineado con los objetivos financieros del banco.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional","Depósitos a la vista, depósitos a plazo, tarjeta crédito, tarjeta débito, pagos digitales, cheques, recaudos, adquirencia, aceptación digital, pagos empresariales",Heredada,Si,,Estructurar producto,,,,Publicada,,
CP0517,Estructuración de productos,Estructurar propuesta de valor,Generar viabilidad técnica,"Evalúa la factibilidad técnica del producto bancario, analizando la capacidad tecnológica, operativa y arquitectónica del banco para soportar su diseño, implementación y operación, con el fin de determinar si puede ser desarrollado y mantenido de manera viable.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional","Depósitos a la vista, depósitos a plazo, tarjeta crédito, tarjeta débito, pagos digitales, cheques, recaudos, adquirencia, aceptación digital, pagos empresariales",Propia,Si,,Estructurar producto,,,,Publicada,,
CP0518,Estructuración de productos,Estructurar propuesta de valor,Definir segmento de clientes,"Determina el grupo de clientes al que está dirigido el producto bancario, estableciendo criterios de segmentación como perfil, necesidades, comportamiento y características relevantes, con el fin de asegurar su alineación con la propuesta de valor y la estrategia del negocio.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional","Depósitos a la vista, depósitos a plazo, tarjeta crédito, tarjeta débito, pagos digitales, cheques, recaudos, adquirencia, aceptación digital, pagos empresariales",Heredada,Si,,Estructurar producto,,,,Publicada,,
CP0519,Estructuración de productos,Estructurar propuesta de valor,Formular propuesta de valor,"Define la propuesta de valor del producto bancario, articulando los beneficios, diferenciadores y necesidades que atiende para el segmento objetivo, con el fin de expresar claramente el valor que el producto entrega a los clientes y al negocio.",,,"Negocios, habilitadores de los negocios","Captaciones, medios de pago, soluciones para empresas, negocios no financieros, transferencias, comercio internacional","Depósitos a la vista, depósitos a plazo, tarjeta crédito, tarjeta débito, pagos digitales, cheques, recaudos, adquirencia, aceptación digital, pagos empresariales",Propia,Si,,Estructurar producto,,,,Publicada,,
